# go_id	kind	status	crystal_refs	notes
textarea/textarea.go::method::Model.Width	method	in_progress		heuristically matched; task created; inferred_by=method_or_property_name
textarea/textarea.go::method::Model.Word	method	in_progress		heuristically matched; task created; inferred_by=method_or_property_name
textarea/textarea.go::method::line.Hash	method	in_progress		heuristically matched; task created; inferred_by=method_or_property_name
textarea/textarea.go::struct::CursorStyle	struct	in_progress		heuristically matched; task created; inferred_by=type_name
textarea/textarea.go::struct::KeyMap	struct	in_progress		heuristically matched; task created; inferred_by=type_name
textarea/textarea.go::struct::LineInfo	struct	in_progress		heuristically matched; task created; inferred_by=type_name
textarea/textarea.go::struct::Model	struct	in_progress		heuristically matched; task created; inferred_by=type_name
textarea/textarea.go::struct::PromptInfo	struct	in_progress		heuristically matched; task created; inferred_by=type_name
textarea/textarea.go::struct::StyleState	struct	in_progress		heuristically matched; task created; inferred_by=type_name
textarea/textarea.go::struct::Styles	struct	in_progress		heuristically matched; task created; inferred_by=type_name
textarea/textarea_test.go::test::TestCanHandleEmoji	test	missing		remaining backlog
textarea/textarea_test.go::test::TestInsertString	test	missing		remaining backlog
